Latitude (decimal degrees):	51.028
Longitude (decimal degrees):	7.563
Elevation (m):	254
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0810,0.0,4.64,5.18,-1.5,3.79,0.0
20230119:0910,4.35,13.91,11.46,-1.24,3.1,0.0
20230119:1010,69.83,93.47,15.98,-0.85,2.97,0.0
20230119:1110,32.46,50.99,18.34,-0.3,3.03,0.0
20230119:1210,11.17,24.1,18.31,0.07,2.9,0.0
20230119:1310,41.75,62.12,15.89,0.44,2.9,0.0
20230119:1410,5.45,15.76,11.32,0.54,3.24,0.0
20230119:1510,6.05,16.69,5.0,0.36,2.62,0.0
20230119:1610,0.0,0.0,0.0,-0.15,2.34,0.0
20230119:1710,0.0,0.0,0.0,-0.77,2.07,0.0
20230119:1810,0.0,0.0,0.0,-0.86,1.93,0.0
20230119:1910,0.0,0.0,0.0,-1.7,1.79,0.0
20230119:2010,0.0,0.0,0.0,-2.04,1.66,0.0
20230119:2110,0.0,0.0,0.0,-2.85,1.66,0.0
20230119:2210,0.0,0.0,0.0,-3.61,1.66,0.0
20230119:2310,0.0,0.0,0.0,-3.63,1.52,0.0
20230120:0010,0.0,0.0,0.0,-4.09,1.52,0.0
20230120:0110,0.0,0.0,0.0,-4.11,1.52,0.0
20230120:0210,0.0,0.0,0.0,-4.37,1.52,0.0
20230120:0310,0.0,0.0,0.0,-4.37,1.52,0.0
20230120:0410,0.0,0.0,0.0,-3.9,1.66,0.0
20230120:0510,0.0,0.0,0.0,-3.55,1.72,0.0
20230120:0610,0.0,0.0,0.0,-3.38,1.72,0.0
20230120:0710,0.0,0.0,0.0,-2.73,2.07,0.0
20230120:0810,50.27,71.61,5.33,-2.43,2.14,0.0
20230120:0910,122.38,149.31,11.63,-1.98,2.76,0.0
20230120:1010,57.59,79.73,16.17,-1.5,2.9,0.0
20230120:1110,146.35,176.01,18.54,-0.88,2.83,0.0
20230120:1210,218.0,252.52,18.52,-0.49,2.76,0.0
20230120:1310,295.1,335.82,16.11,-0.21,2.48,0.0
20230120:1410,100.88,127.41,11.55,-0.21,2.07,0.0
20230120:1510,104.53,133.41,5.22,-0.51,1.79,0.0
20230120:1610,0.0,0.0,0.0,-1.42,2.14,0.0
20230120:1710,0.0,0.0,0.0,-2.18,2.21,0.0
20230120:1810,0.0,0.0,0.0,-2.97,2.41,0.0
20230120:1910,0.0,0.0,0.0,-2.83,2.83,0.0
20230120:2010,0.0,0.0,0.0,-3.6,3.03,0.0
20230120:2110,0.0,0.0,0.0,-3.8,3.1,0.0
20230120:2210,0.0,0.0,0.0,-4.07,3.24,0.0
20230120:2310,0.0,0.0,0.0,-4.1,3.24,0.0
20230121:0010,0.0,0.0,0.0,-4.27,3.17,0.0
20230121:0110,0.0,0.0,0.0,-4.23,2.97,0.0
20230121:0210,0.0,0.0,0.0,-4.45,2.83,0.0
20230121:0310,0.0,0.0,0.0,-4.58,2.62,0.0
20230121:0410,0.0,0.0,0.0,-5.34,2.62,0.0
20230121:0510,0.0,0.0,0.0,-5.53,2.55,0.0
20230121:0610,0.0,0.0,0.0,-5.55,2.55,0.0
20230121:0710,0.0,0.0,0.0,-5.66,2.83,0.0
20230121:0810,145.41,174.82,5.48,-5.0,2.69,0.0
20230121:0910,230.83,262.07,11.81,-4.09,2.9,0.0
20230121:1010,54.73,76.02,16.36,-2.87,4.21,0.0
20230121:1110,41.48,61.19,18.76,-1.96,4.55,0.0
20230121:1210,137.05,165.4,18.75,-1.25,4.97,0.0
20230121:1310,100.95,127.05,16.34,-0.87,4.83,0.0
20230121:1410,7.96,19.47,11.77,-0.86,4.48,0.0
20230121:1510,9.27,21.32,5.44,-1.31,3.59,0.0
20230121:1610,0.0,0.0,0.0,-1.88,3.38,0.0
20230121:1710,0.0,0.0,0.0,-2.23,3.52,0.0
20230121:1810,0.0,0.0,0.0,-2.43,3.79,0.0
20230121:1910,0.0,0.0,0.0,-2.39,3.79,0.0
20230121:2010,0.0,0.0,0.0,-2.1,4.07,0.0
20230121:2110,0.0,0.0,0.0,-1.85,4.21,0.0
20230121:2210,0.0,0.0,0.0,-1.75,4.28,0.0
20230121:2310,0.0,0.0,0.0,-1.72,4.28,0.0
20230122:0010,0.0,0.0,0.0,-1.71,4.21,0.0
20230122:0110,0.0,0.0,0.0,-1.75,4.28,0.0
20230122:0210,0.0,0.0,0.0,-1.8,4.28,0.0
20230122:0310,0.0,0.0,0.0,-1.88,4.14,0.0
20230122:0410,0.0,0.0,0.0,-1.95,4.0,0.0
20230122:0510,0.0,0.0,0.0,-1.93,3.86,0.0
20230122:0610,0.0,0.0,0.0,-1.86,3.86,0.0
20230122:0710,0.0,0.0,0.0,-1.95,3.66,0.0
20230122:0810,22.31,38.48,5.65,-1.95,3.59,0.0
20230122:0910,4.94,14.83,11.99,-1.76,2.69,0.0
20230122:1010,31.86,50.06,16.56,-1.39,3.38,0.0
20230122:1110,59.9,82.51,18.98,-0.83,3.45,0.0
20230122:1210,52.4,74.17,18.98,-0.39,3.03,0.0
20230122:1310,37.12,56.55,16.58,-0.1,3.1,0.0
20230122:1410,20.31,36.16,12.01,0.09,2.97,0.0
20230122:1510,9.85,22.25,5.67,-0.02,2.62,0.0
20230122:1610,0.0,0.0,0.0,-0.29,2.62,0.0
20230122:1710,0.0,0.0,0.0,-0.51,2.62,0.0
20230122:1810,0.0,0.0,0.0,-0.58,2.62,0.0
20230122:1910,0.0,0.0,0.0,-0.9,2.41,0.0
20230122:2010,0.0,0.0,0.0,-0.81,2.28,0.0
20230122:2110,0.0,0.0,0.0,-0.95,2.14,0.0
20230122:2210,0.0,0.0,0.0,-0.95,2.07,0.0
20230122:2310,0.0,0.0,0.0,-1.13,2.07,0.0
20230123:0010,0.0,0.0,0.0,-1.16,2.14,0.0
20230123:0110,0.0,0.0,0.0,-1.19,2.07,0.0
20230123:0210,0.0,0.0,0.0,-1.58,2.14,0.0
20230123:0310,0.0,0.0,0.0,-1.91,2.28,0.0
20230123:0410,0.0,0.0,0.0,-2.24,2.34,0.0
20230123:0510,0.0,0.0,0.0,-1.84,2.28,0.0
20230123:0610,0.0,0.0,0.0,-1.56,2.21,0.0
20230123:0710,0.0,0.0,0.0,-1.37,2.21,0.0
20230123:0810,16.53,31.24,5.81,-0.84,2.34,0.0
20230123:0910,57.83,80.16,12.18,-0.34,2.48,0.0
20230123:1010,37.08,56.55,16.77,0.16,3.66,0.0
20230123:1110,57.07,79.73,19.2,0.43,3.03,0.0
20230123:1210,55.35,77.88,19.22,0.73,2.9,0.0
20230123:1310,33.82,52.85,16.82,0.84,2.9,0.0
20230123:1410,22.43,38.94,12.25,0.97,3.17,0.0
20230123:1510,11.13,24.1,5.9,0.84,3.03,0.0
20230123:1610,0.0,0.0,0.0,0.53,3.03,0.0
20230123:1710,0.0,0.0,0.0,0.31,3.1,0.0
20230123:1810,0.0,0.0,0.0,0.25,3.1,0.0
20230123:1910,0.0,0.0,0.0,0.08,3.17,0.0
20230123:2010,0.0,0.0,0.0,-0.06,2.97,0.0
20230123:2110,0.0,0.0,0.0,-0.12,2.9,0.0
20230123:2210,0.0,0.0,0.0,-0.13,2.9,0.0
20230123:2310,0.0,0.0,0.0,-0.21,2.83,0.0
20230124:0010,0.0,0.0,0.0,-0.25,2.55,0.0
20230124:0110,0.0,0.0,0.0,-0.61,2.48,0.0
20230124:0210,0.0,0.0,0.0,-0.59,2.69,0.0
20230124:0310,0.0,0.0,0.0,-0.93,2.76,0.0
20230124:0410,0.0,0.0,0.0,-0.97,2.69,0.0
20230124:0510,0.0,0.0,0.0,-1.4,2.55,0.0
20230124:0610,0.0,0.0,0.0,-1.84,2.48,0.0
20230124:0710,0.0,0.0,0.0,-1.43,2.0,0.0
20230124:0810,37.34,56.69,5.99,-1.64,2.0,0.0
20230124:0910,76.03,100.15,12.37,-0.82,2.55,0.0
20230124:1010,45.82,66.75,16.99,0.0,2.48,0.0
20230124:1110,61.82,85.29,19.43,0.71,2.07,0.0
20230124:1210,65.71,89.93,19.46,1.31,1.86,0.0
20230124:1310,61.57,85.29,17.06,1.57,2.14,0.0
20230124:1410,36.01,55.63,12.49,1.55,2.28,0.0
20230124:1510,19.09,34.78,6.14,1.1,2.07,0.0
20230124:1610,0.0,0.0,0.0,0.06,2.21,0.0
20230124:1710,0.0,0.0,0.0,-1.07,2.28,0.0
20230124:1810,0.0,0.0,0.0,-1.64,2.21,0.0
20230124:1910,0.0,0.0,0.0,-2.09,1.86,0.0
20230124:2010,0.0,0.0,0.0,-2.74,1.86,0.0
20230124:2110,0.0,0.0,0.0,-3.23,1.72,0.0
20230124:2210,0.0,0.0,0.0,-3.71,1.66,0.0
20230124:2310,0.0,0.0,0.0,-3.4,1.45,0.0
20230125:0010,0.0,0.0,0.0,-3.11,1.31,0.0
20230125:0110,0.0,0.0,0.0,-3.94,1.52,0.0
20230125:0210,0.0,0.0,0.0,-3.88,1.38,0.0
20230125:0310,0.0,0.0,0.0,-4.58,1.52,0.0
20230125:0410,0.0,0.0,0.0,-4.05,1.24,0.0
20230125:0510,0.0,0.0,0.0,-4.42,1.31,0.0
20230125:0610,0.0,0.0,0.0,-4.91,1.38,0.0
20230125:0710,0.0,0.0,0.0,-4.0,1.31,0.0
20230125:0810,26.81,43.66,6.17,-4.13,1.24,0.0
20230125:0910,60.84,82.66,12.57,-3.57,1.03,0.0
20230125:1010,46.17,66.75,17.21,-1.96,0.97,0.0
20230125:1110,48.41,69.53,19.67,-1.22,0.83,0.0
20230125:1210,67.84,91.78,19.71,-0.66,0.62,0.0
20230125:1310,40.19,60.26,17.31,-0.23,0.48,0.0
20230125:1410,27.76,45.43,12.74,-0.14,0.41,0.0
20230125:1510,3.21,12.05,6.38,-0.16,0.62,0.0
20230125:1610,0.0,0.0,0.0,-0.69,0.97,0.0
20230125:1710,0.0,0.0,0.0,-1.46,1.45,0.0
20230125:1810,0.0,0.0,0.0,-2.41,1.38,0.0
20230125:1910,0.0,0.0,0.0,-2.8,0.83,0.0
20230125:2010,0.0,0.0,0.0,-2.94,0.76,0.0
20230125:2110,0.0,0.0,0.0,-3.0,0.62,0.0
20230125:2210,0.0,0.0,0.0,-3.43,0.69,0.0
20230125:2310,0.0,0.0,0.0,-3.94,0.62,0.0
20230126:0010,0.0,0.0,0.0,-4.51,1.31,0.0
20230126:0110,0.0,0.0,0.0,-4.22,1.38,0.0
20230126:0210,0.0,0.0,0.0,-4.11,1.24,0.0
20230126:0310,0.0,0.0,0.0,-4.18,1.17,0.0
20230126:0410,0.0,0.0,0.0,-4.34,1.1,0.0
20230126:0510,0.0,0.0,0.0,-4.62,0.9,0.0
20230126:0610,0.0,0.0,0.0,-4.74,0.69,0.0
20230126:0710,0.0,0.0,0.0,-4.84,1.24,0.0
20230126:0810,3.87,12.98,6.36,-4.7,0.9,0.0
20230126:0910,132.03,159.28,12.78,-3.68,0.83,0.0
20230126:1010,40.68,60.26,17.43,-2.54,1.17,0.0
20230126:1110,58.4,80.66,19.91,-1.8,1.52,0.0
20230126:1210,74.89,99.2,19.96,-1.41,1.86,0.0
20230126:1310,13.98,27.81,17.57,-1.09,1.79,0.0
20230126:1410,32.52,50.99,12.99,-0.84,2.14,0.0
20230126:1510,46.52,67.52,6.63,-0.71,2.83,0.0
20230126:1610,0.0,0.0,0.0,-0.6,2.07,0.0
20230126:1710,0.0,0.0,0.0,-0.24,2.28,0.0
20230126:1810,0.0,0.0,0.0,0.25,2.48,0.0
20230126:1910,0.0,0.0,0.0,0.2,2.0,0.0
20230126:2010,0.0,0.0,0.0,0.52,2.21,0.0
20230126:2110,0.0,0.0,0.0,0.9,2.55,0.0
20230126:2210,0.0,0.0,0.0,0.99,2.76,0.0
20230126:2310,0.0,0.0,0.0,0.93,2.83,0.0
20230127:0010,0.0,0.0,0.0,0.82,2.97,0.0
20230127:0110,0.0,0.0,0.0,0.61,2.97,0.0
20230127:0210,0.0,0.0,0.0,0.39,2.97,0.0
20230127:0310,0.0,0.0,0.0,0.16,2.97,0.0
20230127:0410,0.0,0.0,0.0,0.05,2.97,0.0
20230127:0510,0.0,0.0,0.0,0.0,2.97,0.0
20230127:0610,0.0,0.0,0.0,-0.02,3.03,0.0
20230127:0710,0.0,0.0,0.0,0.62,3.38,0.0
20230127:0810,208.65,248.24,6.55,0.79,3.31,0.0
20230127:0910,199.79,234.15,12.99,1.09,3.45,0.0
20230127:1010,94.47,121.42,17.67,1.33,3.52,0.0
20230127:1110,219.22,255.32,20.16,1.61,4.28,0.0
20230127:1210,558.3,632.2,20.22,1.85,4.0,0.0
20230127:1310,171.84,204.9,17.83,2.07,4.21,0.0
20230127:1410,133.72,163.8,13.25,2.02,3.93,0.0
20230127:1510,137.64,170.12,6.87,1.76,3.86,0.0
20230127:1610,0.0,0.0,0.0,1.37,3.79,0.0
20230127:1710,0.0,0.0,0.0,1.08,3.79,0.0
20230127:1810,0.0,0.0,0.0,0.81,3.72,0.0
20230127:1910,0.0,0.0,0.0,0.66,3.38,0.0
20230127:2010,0.0,0.0,0.0,0.28,3.31,0.0
20230127:2110,0.0,0.0,0.0,-0.05,3.31,0.0
20230127:2210,0.0,0.0,0.0,-0.34,3.1,0.0
20230127:2310,0.0,0.0,0.0,-0.45,2.9,0.0
20230128:0010,0.0,0.0,0.0,-0.6,2.55,0.0
20230128:0110,0.0,0.0,0.0,-0.89,2.34,0.0
20230128:0210,0.0,0.0,0.0,-1.14,2.21,0.0
20230128:0310,0.0,0.0,0.0,-1.38,2.21,0.0
20230128:0410,0.0,0.0,0.0,-1.49,2.14,0.0
20230128:0510,0.0,0.0,0.0,-1.69,2.14,0.0
20230128:0610,0.0,0.0,0.0,-1.79,2.07,0.0
20230128:0710,0.0,0.0,0.0,-2.09,2.48,0.0
20230128:0810,47.78,68.67,6.75,-2.14,2.07,0.0
20230128:0910,82.51,106.94,13.21,-1.87,1.79,0.0
20230128:1010,39.67,59.33,17.91,-1.32,1.79,0.0
20230128:1110,38.8,58.41,20.42,-0.78,2.34,0.0
20230128:1210,63.11,86.22,20.48,-0.77,2.41,0.0
20230128:1310,54.86,76.95,18.1,-0.67,2.07,0.0
20230128:1410,428.0,486.39,13.51,-0.67,1.66,0.0
20230128:1510,187.41,223.73,7.12,-0.86,1.52,0.0
20230128:1610,0.0,0.0,0.0,-1.83,1.72,0.0
20230128:1710,0.0,0.0,0.0,-2.73,1.79,0.0
20230128:1810,0.0,0.0,0.0,-3.56,1.86,0.0
20230128:1910,0.0,0.0,0.0,-4.45,1.59,0.0
20230128:2010,0.0,0.0,0.0,-5.04,1.45,0.0
20230128:2110,0.0,0.0,0.0,-3.73,1.24,0.0
20230128:2210,0.0,0.0,0.0,-3.35,1.03,0.0
20230128:2310,0.0,0.0,0.0,-3.54,0.48,0.0
20230129:0010,0.0,0.0,0.0,-3.75,0.41,0.0
20230129:0110,0.0,0.0,0.0,-4.01,0.41,0.0
20230129:0210,0.0,0.0,0.0,-4.07,0.14,0.0
20230129:0310,0.0,0.0,0.0,-4.52,0.41,0.0
20230129:0410,0.0,0.0,0.0,-4.67,0.83,0.0
20230129:0510,0.0,0.0,0.0,-4.67,0.21,0.0
20230129:0610,0.0,0.0,0.0,-4.43,0.69,0.0
20230129:0710,0.0,0.0,0.0,-5.41,1.03,0.0
20230129:0810,29.36,46.27,6.95,-6.59,1.45,0.0
20230129:0910,155.95,183.3,13.44,-5.11,1.52,0.0
20230129:1010,118.43,145.09,18.15,-3.22,2.07,0.0
20230129:1110,85.33,110.25,20.68,-2.17,2.28,0.0
20230129:1210,318.85,360.79,20.75,-1.22,2.41,0.0
20230129:1310,95.56,121.86,18.37,-0.69,2.62,0.0
20230129:1410,115.71,143.34,13.77,-0.42,2.48,0.0
20230129:1510,16.04,30.59,7.38,-0.53,2.34,0.0
20230129:1610,0.0,0.0,0.0,-1.49,2.28,0.0
20230129:1710,0.0,0.0,0.0,-2.15,2.48,0.0
20230129:1810,0.0,0.0,0.0,-2.34,2.69,0.0
20230129:1910,0.0,0.0,0.0,-2.27,2.97,0.0
20230129:2010,0.0,0.0,0.0,-1.74,3.24,0.0
20230129:2110,0.0,0.0,0.0,-1.29,3.38,0.0
20230129:2210,0.0,0.0,0.0,-0.83,3.66,0.0
20230129:2310,0.0,0.0,0.0,-0.21,3.93,0.0
20230130:0010,0.0,0.0,0.0,0.5,4.41,0.0
20230130:0110,0.0,0.0,0.0,1.1,4.83,0.0
20230130:0210,0.0,0.0,0.0,1.45,4.97,0.0
20230130:0310,0.0,0.0,0.0,1.85,5.38,0.0
20230130:0410,0.0,0.0,0.0,2.06,5.72,0.0
20230130:0510,0.0,0.0,0.0,2.33,5.79,0.0
20230130:0610,0.0,0.0,0.0,2.49,5.72,0.0
20230130:0710,0.0,0.0,0.0,2.76,5.79,0.0
20230130:0810,4.23,13.91,7.17,3.04,5.31,0.0
20230130:0910,114.18,143.24,13.67,3.31,6.34,0.0
20230130:1010,12.3,25.96,18.4,3.53,6.69,0.0
20230130:1110,13.63,27.81,20.95,3.83,7.03,0.0
20230130:1210,13.63,27.81,21.03,3.81,6.69,0.0
20230130:1310,60.14,84.37,18.64,4.41,6.14,0.0
20230130:1410,74.63,100.35,14.04,4.26,7.45,0.0
20230130:1510,61.5,85.88,7.64,4.0,6.34,0.0
20230130:1610,0.0,0.0,0.0,3.6,5.52,0.0
20230130:1710,0.0,0.0,0.0,3.07,4.76,0.0
20230130:1810,0.0,0.0,0.0,2.69,4.48,0.0
20230130:1910,0.0,0.0,0.0,2.1,4.62,0.0
20230130:2010,0.0,0.0,0.0,1.82,4.48,0.0
20230130:2110,0.0,0.0,0.0,1.52,4.21,0.0
20230130:2210,0.0,0.0,0.0,1.2,3.72,0.0
20230130:2310,0.0,0.0,0.0,0.86,3.24,0.0
20230131:0010,0.0,0.0,0.0,0.34,3.03,0.0
20230131:0110,0.0,0.0,0.0,0.28,3.1,0.0
20230131:0210,0.0,0.0,0.0,0.25,3.03,0.0
20230131:0310,0.0,0.0,0.0,0.27,2.97,0.0
20230131:0410,0.0,0.0,0.0,0.34,2.97,0.0
20230131:0510,0.0,0.0,0.0,0.37,3.03,0.0
20230131:0610,0.0,0.0,0.0,0.37,3.17,0.0
20230131:0710,0.0,0.0,0.0,0.52,3.66,0.0
20230131:0810,177.21,212.72,7.38,0.58,3.93,0.0
20230131:0910,8.5,20.4,13.91,1.32,4.34,0.0
20230131:1010,105.77,133.93,18.66,1.83,4.62,0.0
20230131:1110,41.39,62.12,21.22,2.38,4.21,0.0
20230131:1210,98.5,126.82,21.31,2.89,4.41,0.0
20230131:1310,35.71,55.63,18.92,3.62,5.31,0.0
20230131:1410,13.62,27.81,14.31,4.04,5.66,0.0
20230131:1510,5.94,16.69,7.9,3.7,5.24,0.0
20230131:1610,0.0,0.0,0.0,3.67,5.03,0.0
20230131:1710,0.0,0.0,0.0,3.95,5.17,0.0
20230131:1810,0.0,0.0,0.0,4.23,5.59,0.0
20230131:1910,0.0,0.0,0.0,3.83,4.83,0.0
20230131:2010,0.0,0.0,0.0,3.56,4.69,0.0
20230131:2110,0.0,0.0,0.0,3.17,4.69,0.0
20230131:2210,0.0,0.0,0.0,3.08,4.28,0.0
20230131:2310,0.0,0.0,0.0,2.95,4.07,0.0
20230201:0010,0.0,0.0,0.0,2.8,4.21,0.0
20230201:0110,0.0,0.0,0.0,2.53,4.55,0.0
20230201:0210,0.0,0.0,0.0,2.65,4.83,0.0
20230201:0310,0.0,0.0,0.0,2.85,5.45,0.0
20230201:0410,0.0,0.0,0.0,2.71,5.72,0.0
20230201:0510,0.0,0.0,0.0,2.35,5.38,0.0
20230201:0610,0.0,0.0,0.0,2.06,5.59,0.0
20230201:0710,0.0,0.0,0.0,1.76,5.52,0.0
20230201:0810,1.67,9.27,7.61,1.89,5.79,0.0
20230201:0910,52.97,75.38,14.15,2.14,5.66,0.0
20230201:1010,11.69,25.03,18.92,2.67,6.34,0.0
20230201:1110,42.05,63.04,21.49,3.28,7.03,0.0
20230201:1210,55.46,78.8,21.59,3.98,7.52,0.0
20230201:1310,23.52,40.79,19.2,4.45,6.83,0.0
20230201:1410,24.27,41.72,14.58,4.3,6.76,0.0
20230201:1510,13.61,27.81,8.16,4.17,6.83,0.0
20230201:1610,0.0,0.0,0.0,3.72,7.03,0.0
20230201:1710,0.0,0.0,0.0,3.76,6.69,0.0
20230201:1810,0.0,0.0,0.0,3.6,6.41,0.0
20230201:1910,0.0,0.0,0.0,3.52,6.28,0.0
20230201:2010,0.0,0.0,0.0,3.38,6.07,0.0
20230201:2110,0.0,0.0,0.0,3.28,5.86,0.0
20230201:2210,0.0,0.0,0.0,3.27,5.52,0.0
20230201:2310,0.0,0.0,0.0,2.96,5.03,0.0
20230202:0010,0.0,0.0,0.0,3.02,5.03,0.0
20230202:0110,0.0,0.0,0.0,3.35,4.76,0.0
20230202:0210,0.0,0.0,0.0,3.34,4.62,0.0
20230202:0310,0.0,0.0,0.0,3.37,3.93,0.0
20230202:0410,0.0,0.0,0.0,3.53,4.9,0.0
20230202:0510,0.0,0.0,0.0,3.91,5.03,0.0
20230202:0610,0.0,0.0,0.0,4.12,5.66,0.0
20230202:0710,0.0,0.0,0.0,4.21,5.59,0.0
20230202:0810,10.28,23.18,7.84,4.14,4.55,0.0
20230202:0910,53.96,77.19,14.4,4.3,4.97,0.0
20230202:1010,19.88,36.16,19.19,4.44,5.1,0.0
20230202:1110,26.45,44.5,21.78,4.54,4.83,0.0
20230202:1210,55.2,78.8,21.88,4.64,4.83,0.0
20230202:1310,12.88,26.89,19.49,4.87,5.52,0.0
20230202:1410,12.2,25.96,14.86,5.08,6.0,0.0
20230202:1510,1.17,8.34,8.43,5.06,4.97,0.0
20230202:1610,0.0,0.0,0.0,4.98,4.48,0.0
20230202:1710,0.0,0.0,0.0,4.97,4.48,0.0
20230202:1810,0.0,0.0,0.0,5.0,4.34,0.0
20230202:1910,0.0,0.0,0.0,4.98,4.28,0.0
20230202:2010,0.0,0.0,0.0,5.05,4.28,0.0
20230202:2110,0.0,0.0,0.0,5.2,4.28,0.0
20230202:2210,0.0,0.0,0.0,5.26,4.55,0.0
20230202:2310,0.0,0.0,0.0,5.28,4.69,0.0
20230203:0010,0.0,0.0,0.0,5.3,4.76,0.0
20230203:0110,0.0,0.0,0.0,5.4,4.9,0.0
20230203:0210,0.0,0.0,0.0,5.52,5.1,0.0
20230203:0310,0.0,0.0,0.0,5.58,5.38,0.0
20230203:0410,0.0,0.0,0.0,5.61,5.52,0.0
20230203:0510,0.0,0.0,0.0,5.5,5.52,0.0
20230203:0610,0.0,0.0,0.0,5.36,5.66,0.0
20230203:0710,0.0,0.0,0.0,5.38,5.86,0.0
20230203:0810,16.95,32.45,8.07,5.43,5.86,0.0
20230203:0910,8.93,21.32,14.65,5.48,6.0,0.0
20230203:1010,24.1,41.72,19.46,5.64,6.07,0.0
20230203:1110,14.84,29.67,22.06,5.92,6.21,0.0
20230203:1210,18.29,34.3,22.17,6.16,6.14,0.0
20230203:1310,21.1,38.01,19.78,6.5,6.21,0.0
20230203:1410,19.66,36.16,15.15,6.6,6.14,0.0
20230203:1510,67.11,93.17,8.7,6.72,6.28,0.0
20230203:1610,0.0,0.0,0.0,6.71,5.86,0.0
20230203:1710,0.0,0.0,0.0,6.58,5.93,0.0
20230203:1810,0.0,0.0,0.0,6.35,5.86,0.0
20230203:1910,0.0,0.0,0.0,5.71,5.72,0.0
20230203:2010,0.0,0.0,0.0,5.32,5.52,0.0
20230203:2110,0.0,0.0,0.0,4.87,5.24,0.0
20230203:2210,0.0,0.0,0.0,4.44,4.97,0.0
20230203:2310,0.0,0.0,0.0,4.22,4.62,0.0
20230204:0010,0.0,0.0,0.0,4.02,4.14,0.0
20230204:0110,0.0,0.0,0.0,3.66,3.79,0.0
20230204:0210,0.0,0.0,0.0,3.5,3.45,0.0
20230204:0310,0.0,0.0,0.0,3.25,3.1,0.0
20230204:0410,0.0,0.0,0.0,3.33,2.69,0.0
20230204:0510,0.0,0.0,0.0,3.25,2.28,0.0
20230204:0610,0.0,0.0,0.0,3.07,1.93,0.0
20230204:0710,0.0,0.0,0.0,3.02,1.72,0.0
20230204:0810,88.91,117.17,8.31,3.17,1.38,0.0
20230204:0910,444.66,517.59,14.91,3.79,1.38,0.0
20230204:1010,285.48,335.06,19.74,4.5,1.17,0.0
20230204:1110,607.42,724.14,22.36,5.23,1.1,0.0
20230204:1210,635.43,762.67,22.47,5.54,1.03,0.0
20230204:1310,216.78,259.93,20.08,5.71,1.1,0.0
20230204:1410,236.72,281.95,15.43,5.72,1.17,0.0
20230204:1510,83.12,111.53,8.97,5.57,1.03,0.0
20230204:1610,0.0,0.0,0.0,5.19,0.69,0.0
20230204:1710,0.0,0.0,0.0,3.93,0.83,0.0
20230204:1810,0.0,0.0,0.0,2.69,1.1,0.0
20230204:1910,0.0,0.0,0.0,3.59,0.34,0.0
20230204:2010,0.0,0.0,0.0,3.04,0.48,0.0
20230204:2110,0.0,0.0,0.0,2.94,0.69,0.0
20230204:2210,0.0,0.0,0.0,2.11,0.9,0.0
20230204:2310,0.0,0.0,0.0,1.9,1.24,0.0
20230205:0010,0.0,0.0,0.0,2.02,1.24,0.0
20230205:0110,0.0,0.0,0.0,2.5,1.31,0.0
20230205:0210,0.0,0.0,0.0,2.7,1.45,0.0
20230205:0310,0.0,0.0,0.0,2.67,1.24,0.0
20230205:0410,0.0,0.0,0.0,2.51,1.24,0.0
20230205:0510,0.0,0.0,0.0,2.46,1.17,0.0
20230205:0610,0.0,0.0,0.0,2.55,1.59,0.0
20230205:0710,0.0,0.0,0.0,2.85,2.07,0.0
20230205:0810,37.57,57.8,8.56,2.8,2.07,0.0
20230205:0910,49.07,71.39,15.18,3.23,2.62,0.0
20230205:1010,82.22,109.25,20.02,3.64,3.1,0.0
20230205:1110,233.57,274.01,22.65,3.66,3.59,0.0
20230205:1210,130.78,162.82,22.78,3.87,3.93,0.0
20230205:1310,73.29,99.2,20.37,3.97,5.45,0.0
20230205:1410,22.1,38.94,15.72,3.97,5.17,0.0
20230205:1510,13.62,27.81,9.25,3.97,4.41,0.0
20230205:1610,0.0,0.0,0.0,3.6,3.79,0.0
20230205:1710,0.0,0.0,0.0,3.23,3.38,0.0
20230205:1810,0.0,0.0,0.0,2.97,3.31,0.0
20230205:1910,0.0,0.0,0.0,3.05,3.72,0.0
20230205:2010,0.0,0.0,0.0,2.89,3.66,0.0
20230205:2110,0.0,0.0,0.0,2.55,3.93,0.0
20230205:2210,0.0,0.0,0.0,2.03,3.66,0.0
20230205:2310,0.0,0.0,0.0,1.54,3.52,0.0
20230206:0010,0.0,0.0,0.0,1.23,3.31,0.0
20230206:0110,0.0,0.0,0.0,0.85,2.97,0.0
20230206:0210,0.0,0.0,0.0,0.73,2.62,0.0
20230206:0310,0.0,0.0,0.0,0.22,2.21,0.0
20230206:0410,0.0,0.0,0.0,-0.03,2.07,0.0
20230206:0510,0.0,0.0,0.0,-0.36,1.93,0.0
20230206:0610,0.0,0.0,0.0,-0.94,1.79,0.0
20230206:0710,0.0,0.0,0.0,-1.63,1.79,0.0
20230206:0810,295.77,343.71,8.81,-1.25,1.59,0.0
20230206:0910,491.06,558.38,15.45,-0.17,2.14,0.0
20230206:1010,449.11,510.78,20.31,0.71,2.21,0.0
20230206:1110,707.47,820.79,22.96,1.37,2.55,0.0
20230206:1210,681.25,786.97,23.08,2.06,2.97,0.0
20230206:1310,333.44,380.91,20.68,2.37,3.59,0.0
20230206:1410,80.05,106.06,16.01,2.47,3.45,0.0
